EXP_id	Herb/ingredient_id	Herb/ingredient_name	Herb/ingredient	GSE_id	Organism	Strain	Tissue	Cell_Type	Cell_line	Experiment_type	Sequence_type	Experiment_subject	Experiment_subject_detail	Experiment_special_pretreatment	Control_condition	Control_samples	Treatment_condition	Treatment_samples	Drug_delivery	Plat_info
HBEXP000294	HBIN021985	curcumin	Ingredient	GSE126191	Homo sapiens			Head and neck cancer	H157	Expression profiling by array	Total RNA	human cellline	Head and neck cancer; H157	/	vehicle control	GSM3593136; GSM3593137	curcumin-PEC for 48h	GSM3593138; GSM3593139	treated	GPL17585:[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [probe set (exon) version]
HBEXP000295	HBIN021985	curcumin	Ingredient	GSE13705	Mus musculus	BALB/c	Colon			Expression profiling by array	Total RNA	mouse  BALB/c	BALB/c; Colon	/	Standard diet	GSM344602; GSM344603; GSM344604	standard diet + 2% curcumin	GSM344608; GSM344609; GSM344610	feed	GPL339:[MOE430A] Affymetrix Mouse Expression 430A Array
HBEXP000296	HBIN021985	curcumin	Ingredient	GSE13705	Mus musculus	BALB/c	Colon			Expression profiling by array	Total RNA	mouse  BALB/c	BALB/c; Colon	/	Standard diet	GSM344614; GSM344615; GSM344616	standard diet + 2% curcumin	GSM344620; GSM344621; GSM344622	feed	GPL340:[MOE430B] Affymetrix Mouse Expression 430B Array
HBEXP000297	HBIN021985	curcumin	Ingredient	GSE16160	Homo sapiens			Promyelocytic leukemia cell	HL-60	Expression profiling by array	Total RNA	human cellline	Promyelocytic leukemia cell; HL-60	/	no treatment	GSM405501; GSM405502	100uM curcumin for 24h	GSM405497; GSM405498	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
HBEXP000298	HBIN021985	curcumin	Ingredient	GSE23639	Mus musculus			Microglial cell	BV-2	Expression profiling by array	Total RNA	mouse cellline	Microglial cell; BV-2	/	no treatment	GSM579953; GSM579957; GSM579961	20uM curcumin for 6h	GSM579954; GSM579958; GSM579962	treated	GPL4134:Agilent-014868 Whole Mouse Genome Microarray 4x44K G4122F (Feature Number version)
HBEXP000299	HBIN021985	curcumin	Ingredient	GSE59713	Homo sapiens			Hepatoma	KMCH	Expression profiling by array	Total RNA	human cellline	Hepatoma; KMCH	/	control	GSM1444129; GSM1444130; GSM1444131	25uM curcmumin for 72h 	GSM1444132; GSM1444133; GSM1444134	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000300	HBIN021985	curcumin	Ingredient	GSE59713	Homo sapiens			Hepatoma	WRL68	Expression profiling by array	Total RNA	human cellline	Hepatoma; WRL68	/	control	GSM1444135; GSM1444136; GSM1444137	25uM curcmumin for 72h 	GSM1444138; GSM1444139; GSM1444140	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000301	HBIN021985	curcumin	Ingredient	GSE59713	Homo sapiens			Hepatoma	Huh7	Expression profiling by array	Total RNA	human cellline	Hepatoma; Huh7	/	control	GSM1444141; GSM1444142; GSM1444143	25uM curcmumin for 72h 	GSM1444144; GSM1444145; GSM1444146	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000302	HBIN021985	curcumin	Ingredient	GSE59713	Homo sapiens			Hepatoma	PLC	Expression profiling by array	Total RNA	human cellline	Hepatoma; PLC	/	control	GSM1444147; GSM1444148; GSM1444149	25uM curcmumin for 72h 	GSM1444150; GSM1444151; GSM1444152	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000303	HBIN021985	curcumin	Ingredient	GSE59713	Homo sapiens			Hepatoma	Pitts1	Expression profiling by array	Total RNA	human cellline	Hepatoma; Pitts1	/	control	GSM1444153; GSM1444154; GSM1444155	25uM curcmumin for 72h 	GSM1444156; GSM1444157; GSM1444158	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000304	HBIN021985	curcumin	Ingredient	GSE76092	Homo sapiens			Colorectal cancer	HT29	Expression profiling by array	Total RNA	human cellline	Colorectal cancer; HT29	/	OXA alone	GSM1974071; GSM1974072; GSM1974073	10uM OXA plus 10uM Curcumin for 24h	GSM1974068; GSM1974069; GSM1974070	treated	GPL21253:HumanV2 GE 8x60K Microarrays, Agilent design ID: 039494 (original references: GPL19775 and GPL19773)
HBEXP000305	HBIN021985	curcumin	Ingredient	GSE94592	Mus musculus	C57BL/6	Liver	Dendritic cell		Expression profiling by high throughput sequencing	mRNA	mouse	C57BL/6; Liver; Dendritic cell	Female C57BL/6 mice	DiI labelled empty liposomes	GSM2478982; GSM2478983; GSM2478984; GSM2478988; GSM2478989; GSM2478990; GSM2478994; GSM2478995; GSM2478996	fed with methioinine and choline deficient diet for 2 weeks	GSM2478985; GSM2478986; GSM2478987; GSM2478991; GSM2478992; GSM2478993; GSM2478997; GSM2478998; GSM2478999	feed	GPL21103:Illumina HiSeq 4000 (Mus musculus)
HBEXP000306	HBIN021985	curcumin	Ingredient	GSE94593	Mus musculus	C57BL/6	Liver			Expression profiling by high throughput sequencing	mRNA	mouse	C57BL/6; Liver	/	control	GSM2479006; GSM2479007; GSM2479008	injected with either curcumin liposomes	GSM2479009; GSM2479010; GSM2479011	injection	GPL21103:Illumina HiSeq 4000 (Mus musculus)
HBEXP000307	HBIN021985	curcumin	Ingredient	GSE97013	Mus musculus	C57BL/6	Colon			Expression profiling by high throughput sequencing	mRNA	mouse	C57BL/6; Colon	/	control	GSM2549934; GSM2549935	2% CUR for 22 weeks	GSM2549940; GSM2549941	feed	GPL19057:Illumina NextSeq 500 (Mus musculus)
HBEXP000308	HBIN022330	Cyclopamine	Ingredient	GSE98336	Mus musculus	C57BL/6J	FNP and ventral prosencephalon			Expression profiling by array	Total RNA	mouse	C57BL/6J; FNP and ventral prosencephalon	/	vehicle control	GSM2592388; GSM2592389; GSM2592390; GSM2592391; GSM2592392; GSM2592393	120 mg /kg cyclopamine	GSM2592394; GSM2592395; GSM2592396; GSM2592397; GSM2592398; GSM2592399	treated	GPL16570:[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array [transcript (gene) version]
HBEXP000309	HBIN022577	daidzein	Ingredient	GSE43692	Homo sapiens			Fibroblast	HDFa	Expression profiling by array	Total RNA	human cellline	Fibroblast; HDFa	/	0.05%DMSO	GSM1068337; GSM1068401; GSM1068417	60uM daidzein for 24h	GSM1068334; GSM1068398; GSM1068414	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000310	HBIN022577	daidzein	Ingredient	GSE43692	Homo sapiens			Fibroblast	HDFa	Expression profiling by array	Total RNA	human cellline	Fibroblast; HDFa	/	0.05%DMSO	GSM1068337; GSM1068401; GSM1068417	60uM daidzein for 48h	GSM1068335; GSM1068399; GSM1068415	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000311	HBIN022577	daidzein	Ingredient	GSE43692	Homo sapiens			Fibroblast	HDFa	Expression profiling by array	Total RNA	human cellline	Fibroblast; HDFa	/	0.05%DMSO	GSM1068337; GSM1068401; GSM1068417	100uM daidzein for 24h	GSM1068342; GSM1068406; GSM1068422	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000312	HBIN022577	daidzein	Ingredient	GSE43692	Homo sapiens			Fibroblast	HDFa	Expression profiling by array	Total RNA	human cellline	Fibroblast; HDFa	/	0.05%DMSO	GSM1068337; GSM1068401; GSM1068417	100uM daidzein for 48h	GSM1068343; GSM1068407; GSM1068423	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000313	HBIN022582	Daidzin	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Daidzin for 12h	GSM2286320; GSM2286321	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.64 Array
HBEXP000314	HBIN023356	Deoxycholic Acid	Ingredient	GSE13376	Homo sapiens			Esophageal epithelium	SKGT4	Expression profiling by array	Total RNA	human cellline	Esophageal epithelium; SKGT4	/	control	GSM337722; GSM337723	300um DCA for 4h	GSM337733; GSM337734	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000315	HBIN023356	Deoxycholic Acid	Ingredient	GSE13376	Homo sapiens			Esophageal epithelium	SKGT4	Expression profiling by array	Total RNA	human cellline	Esophageal epithelium; SKGT4	/	control	GSM337722; GSM337723	300um DCA for 8h	GSM337735; GSM337736	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000316	HBIN023356	Deoxycholic Acid	Ingredient	GSE13376	Homo sapiens			Esophageal epithelium	SKGT4	Expression profiling by array	Total RNA	human cellline	Esophageal epithelium; SKGT4	/	control	GSM337722; GSM337723	300um DCA for 12h	GSM337737; GSM337738	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000317	HBIN023356	Deoxycholic Acid	Ingredient	GSE13376	Homo sapiens			Esophageal epithelium	SKGT4	Expression profiling by array	Total RNA	human cellline	Esophageal epithelium; SKGT4	/	control	GSM337722; GSM337723	300um DCA for 24h	GSM337739; GSM337740	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000318	HBIN023356	Deoxycholic Acid	Ingredient	GSE13378	Homo sapiens			Squamous esophageal epithelium	HET-1A	Expression profiling by array	Total RNA	human cellline	Squamous esophageal epithelium; HET-1A	/	control	GSM312550; GSM313007	300um DCA for 4h	GSM336634; GSM336635	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000319	HBIN023356	Deoxycholic Acid	Ingredient	GSE13378	Homo sapiens			Squamous esophageal epithelium	HET-1A	Expression profiling by array	Total RNA	human cellline	Squamous esophageal epithelium; HET-1A	/	control	GSM312550; GSM313007	300um DCA for 8h	GSM336632; GSM336633	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000320	HBIN023356	Deoxycholic Acid	Ingredient	GSE13378	Homo sapiens			Squamous esophageal epithelium	HET-1A	Expression profiling by array	Total RNA	human cellline	Squamous esophageal epithelium; HET-1A	/	control	GSM312550; GSM313007	300um DCA for 12h	GSM336630; GSM336631	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000321	HBIN023356	Deoxycholic Acid	Ingredient	GSE13378	Homo sapiens			Squamous esophageal epithelium	HET-1A	Expression profiling by array	Total RNA	human cellline	Squamous esophageal epithelium; HET-1A	/	control	GSM312550; GSM313007	300um DCA for 24h	GSM336627; GSM336629	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000322	HBIN023356	Deoxycholic acid	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Deoxycholic acid for 12h	GSM2286252; GSM2286253	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.31 Array
HBEXP000323	HBIN023356	Deoxycholic Acid	Ingredient	GSE9768	Homo sapiens			Barrett's oesophagus cell	hTERT	Expression profiling by array	Total RNA	human cellline	Barrett's oesophagus cell; hTERT	/	no treatment	GSM246409; GSM246412	deoxycholic acid (pH 4.5) for 2h 	GSM246400; GSM246402	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000324	HBIN023356	Deoxycholic Acid	Ingredient	GSE9768	Homo sapiens			Barrett's oesophagus cell	hTERT	Expression profiling by array	Total RNA	human cellline	Barrett's oesophagus cell; hTERT	/	no treatment	GSM246409; GSM246412	deoxycholic acid (pH 4.5) fo 6h	GSM246401; GSM246403	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000325	HBIN023789	digoxin	Ingredient	GSE115542	Homo sapiens		Brain	Medulloblastoma		Expression profiling by high throughput sequencing	mRNA	human	Brain; Medulloblastoma	/	control	GSM3181745; GSM3181746; GSM3181747; GSM3181748	digoxin intermittent (2 cycles of daily treatment for 14 days, separated by 21 days)	GSM3181749; GSM3181750; GSM3181751; GSM3181752	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000326	HBIN023789	digoxin	Ingredient	GSE115542	Homo sapiens		Brain	Medulloblastoma		Expression profiling by high throughput sequencing	mRNA	human	Brain; Medulloblastoma	/	control	GSM3181753; GSM3181754; GSM3181755; GSM3181756; GSM3181757; GSM3181758; GSM3181759; GSM3181760	digoxin intermittent (2 cycles of daily treatment for 14 days, separated by 21 days)	GSM3181761; GSM3181762; GSM3181763; GSM3181764; GSM3181765; GSM3181766; GSM3181767; GSM3181768	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000327	HBIN023789	digoxin	Ingredient	GSE122079	Homo sapiens			Lung fibroblast	IMR90	Expression profiling by high throughput sequencing	mRNA	human cellline	Lung fibroblast; IMR90	days after treated with 4OHT to induce senescence:6 + treatment time	control	GSM3454500; GSM3454501; GSM3454502	Digoxin for 16h	GSM3454473; GSM3454474; GSM3454475	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000328	HBIN023789	digoxin	Ingredient	GSE122079	Homo sapiens			Lung fibroblast	IMR90	Expression profiling by high throughput sequencing	mRNA	human cellline	Lung fibroblast; IMR90	days after treated with 4OHT to induce senescence:6 + treatment time	control	GSM3454500; GSM3454501; GSM3454502	Digoxin for 36h	GSM3454479; GSM3454480; GSM3454481	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000329	HBIN023789	digoxin	Ingredient	GSE27241	Mus musculus	C57BL/6	Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	mouse	C57BL/6; Peripheral blood; CD4+ T cell	/	DMSO	GSM673622; GSM673624	digoxin-treated	GSM673626; GSM673628	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000330	HBIN023789	digoxin	Ingredient	GSE27241	Mus musculus	C57BL/6	Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	mouse	C57BL/6; Peripheral blood; CD4+ T cell	RORγt-deficient cells	DMSO	GSM673623; GSM673625	digoxin-treated	GSM673627; GSM673629	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000331	HBIN023789	digoxin	Ingredient	GSE99944	Homo sapiens			Embryonic stem cell	VUB01	Expression profiling by high throughput sequencing	mRNA	human	Embryonic stem cell; VUB01	/	no treatment	GSM2665630; GSM2665632; GSM2665634	50nM digoxin for 48h	GSM2665631; GSM2665633; GSM2665635	treated	GPL11154:Illumina HiSeq 2000 (Homo sapiens)
HBEXP000332	HBIN024134	Dioscin	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	1uM Dioscin for 12h	GSM2286380; GSM2286381	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.94 Array
HBEXP000333	HBIN024419	dopa	Ingredient	GSE137968	Mus musculus	C57BL/6	Spleen	CD4+ T cell		Expression profiling by high throughput sequencing	mRNA	mouse C57BL/6 	C57BL/6; Spleen; CD4+ T cell	/	control	GSM4095356; GSM4095358	dopamine treatment for 4 days	GSM4095357; GSM4095359	treated	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000334	HBIN024961	elaidic acid	Ingredient	GSE34045	Homo sapiens			Hepatocellular carcinoma	HepG2	Expression profiling by array	Total RNA	human cellline	Hepatocellular carcinoma; HepG2	/	no treatment	GSM840936; GSM840937; GSM840938; GSM840939	100uM elaidic acid for 7 days	GSM840944; GSM840945; GSM840946; GSM840947	treated	GPL6254:Phalanx Human OneArray
HBEXP000335	HBIN025026	Embelin	Ingredient	GSE39827	Mus musculus			Myoblast	C2C12	Expression profiling by array	Total RNA	mouse	Myoblast; C2C12	/	DMSO	GSM979916; GSM979922	10uM embelin  for 24h	GSM979917; GSM979923	treated	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000336	HBIN025026	Embelin	Ingredient	GSE39827	Mus musculus			Myoblast	C2C12	Expression profiling by array	Total RNA	mouse	Myoblast; C2C12	/	DMSO	GSM979916; GSM979922	10uM embelin  for  48h	GSM979919; GSM979925	treated	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000337	HBIN025026	Embelin	Ingredient	GSE39828	Homo sapiens			Embryo kidney cell	HEK293T	Expression profiling by array	Total RNA	human cellline	Embryo kidney cell; HEK293T	/	DMSO	GSM979926; GSM979928	20uM embelin for 24h	GSM979927; GSM979929	treated	GPL6480:Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Probe Name version)
HBEXP000338	HBIN025026	Embelin	Ingredient	GSE50545	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM1220994; GSM1220995	embelin (15uM) for 4h	GSM1220996; GSM1220997	treated	GPL13252:Agilent-027114 Genotypic Technology designed Custom Human Whole Genome 8x60k Microarray
HBEXP000339	HBIN025041	emodin	Ingredient	GSE73309	Mus musculus	C57BL/6	Peritoneal	Macrophage		Expression profiling by array	Total RNA	mouse	C57BL/6; Peritoneal; Macrophage	IL4 induced	no treatment	GSM1890565; GSM1890566; GSM1890567; GSM1890568	emodin (50uM) overnight	GSM1890569; GSM1890570; GSM1890571; GSM1890572	treated	GPL10787:Agilent-028005 SurePrint G3 Mouse GE 8x60K Microarray (Probe Name version)
HBEXP000340	HBIN025041	emodin	Ingredient	GSE73310	Mus musculus	C57BL/6	Peritoneal	Macrophage		Expression profiling by array	Total RNA	mouse	C57BL/6; Peritoneal; Macrophage	IFNg/LPS induced	no treatment	GSM1890577; GSM1890578; GSM1890579; GSM1890580	emodin (50uM) overnight	GSM1890573; GSM1890574; GSM1890575; GSM1890576	treated	GPL10787:Agilent-028005 SurePrint G3 Mouse GE 8x60K Microarray (Probe Name version)
HBEXP000341	HBIN025041	Emodin	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Emodin for 12h	GSM2286220; GSM2286221	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.16 Array
HBEXP000342	HBIN025242	Ephedrine hydrochloride	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Ephedrine hydrochloride for 12h	GSM2286204; GSM2286205	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.8 Array
HBEXP000343	HBIN025287	epicatechin	Ingredient	GSE84453	Homo sapiens		Peripheral blood	PBMC		Expression profiling by array	Total RNA	human	Peripheral blood; PBMC	/	placebo	GSM2236470; GSM2236476; GSM2236478; GSM2236484; GSM2236488; GSM2236490; GSM2236494; GSM2236500; GSM2236502; GSM2236508; GSM2236512; GSM2236514; GSM2236518; GSM2236522; GSM2236528; GSM2236532; GSM2236534; GSM2236538; GSM2236544; GSM2236546; GSM2236552; GSM2236554; GSM2236560; GSM2236564; GSM2236568; GSM2236570; GSM2236574; GSM2236580; GSM2236582; GSM2236586; GSM2236590; GSM2236596	100mg/day epicatechin for 4 weeks	GSM2236472; GSM2236474; GSM2236480; GSM2236482; GSM2236486; GSM2236492; GSM2236496; GSM2236498; GSM2236504; GSM2236506; GSM2236510; GSM2236516; GSM2236520; GSM2236524; GSM2236526; GSM2236530; GSM2236536; GSM2236540; GSM2236542; GSM2236548; GSM2236550; GSM2236556; GSM2236558; GSM2236562; GSM2236566; GSM2236572; GSM2236576; GSM2236578; GSM2236584; GSM2236588; GSM2236592; GSM2236594	oral gavage	GPL11532:[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
HBEXP000344	HBIN025347	epigallocatechin 3-gallate	Ingredient	GSE21320	Mus musculus			Macrophage	RAW 264.7	Expression profiling by array	Total RNA	mouse	Macrophage; RAW 264.7	/	control	GSM532795; GSM532796; GSM532797	1 micro M EGCG for 1h	GSM532798; GSM532799; GSM532800	treated	GPL10321:ARIM-GX
HBEXP000345	HBIN025347	epigallocatechin 3-gallate	Ingredient	GSE22996	Mus musculus	Swiss Albino	Primary cortical neuron			Expression profiling by array	Total RNA	mouse	Swiss Albino; Primary cortical neuron	/	vehicle control	GSM567521; GSM567522; GSM567523; GSM567524	1uM EGCG for 24h	GSM567525; GSM567526; GSM567527	treated	GPL6103:Illumina mouseRef-8 v1.1 expression beadchip
HBEXP000346	HBIN025347	epigallocatechin 3-gallate	Ingredient	GSE4140	Mus musculus			Breast cancer	NF639	Expression profiling by array	Total RNA	mouse	Breast cancer; NF639	/	original NF639 cells	GSM94743; GSM94746	resistant NF639 cells 	GSM94748; GSM94749	treated	GPL339:[MOE430A] Affymetrix Mouse Expression 430A Array
HBEXP000347	HBIN025820	Estriol	Ingredient	GSE94875	Mus musculus	CD-1	Uterus			Expression profiling by array	Total RNA	mouse	CD-1; Uterus	/	vehicle control	GSM2487571; GSM2487572; GSM2487573	E3 treated for 2h	GSM2487580; GSM2487581; GSM2487582	treated	GPL4134:Agilent-014868 Whole Mouse Genome Microarray 4x44K G4122F (Feature Number version)
HBEXP000348	HBIN025820	Estriol	Ingredient	GSE94875	Mus musculus	CD-1	Uterus			Expression profiling by array	Total RNA	mouse	CD-1; Uterus	/	vehicle control	GSM2487571; GSM2487572; GSM2487573	E3 treated for 24h	GSM2487583; GSM2487584; GSM2487585	treated	GPL4134:Agilent-014868 Whole Mouse Genome Microarray 4x44K G4122F (Feature Number version)
HBEXP000349	HBIN026385	farnesol	Ingredient	GSE46670	Homo sapiens			T lymphoblastic leukemia	Molt4	Expression profiling by array	Total RNA	human cellline	T lymphoblastic leukemia; Molt4	/	vehicle control	GSM1133716; GSM1133717; GSM1133718	75uM farnesol for 4h	GSM1133719; GSM1133720; GSM1133721	treated	GPL4133:Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Feature Number version)
HBEXP000350	HBIN026465	ferulic acid	Ingredient	GSE23610	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	DMSO	GSM578941; GSM578942; GSM578943	10uM of ferulic acid (equivalent to 0.0194, 0.194, and 1.94 mg/ml)for 6h	GSM578947; GSM578948; GSM578949	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000351	HBIN026465	ferulic acid	Ingredient	GSE23610	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	DMSO	GSM578941; GSM578942; GSM578943	0.1uM of ferulic acid (equivalent to 0.0194, 0.194, and 1.94uMguMl)for 6h	GSM578950; GSM578951; GSM578952	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000352	HBIN026465	ferulic acid	Ingredient	GSE23610	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	DMSO	GSM578941; GSM578942; GSM578943	1uM of ferulic acid (equivalent to 0.0194, 0.194, and 1.94 mg/ml)for 6h	GSM578953; GSM578954; GSM578955	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
