Herb_,Herb_cn_name,segmented_function,segmented_indication
HERB000832,臭苜蓿根,[],[]
HERB000833,臭山羊,[],[]
HERB000834,臭味红豆,[],[]
HERB000835,臭梧桐,[],[]
HERB000836,臭梧桐根,[],[]
HERB000837,,[],[]
HERB000838,樗白皮,[],[]
HERB000839,除虫菊,[],[]
HERB000840,雏菊,[],[]
HERB000841,楮实,[],[]
HERB000842,楮实子,[],[]
HERB000843,,[],[]
HERB000844,樗叶花椒,[],[]
HERB000845,樗叶花椒根,[],[]
HERB000846,樗叶花椒皮,[],[]
HERB000847,川八角莲,[],[]
HERB000848,川百合,[],[]
HERB000849,川贝母,[],[]
HERB000850,川赤芍,[],[]
HERB000851,川产九节龙,[],[]
HERB000852,川赤芍,[],[]
HERB000853,川党参,[],[]
HERB000854,川滇金丝桃,[],[]
HERB000855,,[],[]
HERB000856,川滇淫羊藿,[],[]
HERB000857,川东獐牙菜,[],[]
HERB000858,川杜仲,[],[]
HERB000859,川鄂淫羊藿,[],[]
HERB000860,川防风,[],[]
HERB000861,川蚣,[],[]
HERB000862,川黄连,[],[]
HERB000863,川黄芩,[],[]
HERB000864,川槿皮,[],[]
HERB000865,川菊,[],[]
HERB000866,川黎果,[],[]
HERB000867,川楝皮,[],[]
HERB000868,川楝子,[],[]
HERB000869,穿龙薯蓣,[],[]
HERB000870,川木通,[],[]
HERB000871,川木香,[],[]
HERB000872,川牛膝,[],[]
HERB000873,穿破石,[],[]
HERB000874,川黔翠雀花,[],[]
HERB000875,川山橙,[],[]
HERB000876,穿山甲,[],[]
HERB000877,穿山龙,[],"['expectorants.2', 'pigs.3', 'flow.4']"
HERB000878,,[],[]
HERB000879,川射干,[],[]
HERB000880,,[],[]
HERB000881,川乌,[],[]
HERB000882,川西淫羊藿,[],[]
HERB000883,川西獐牙菜,[],[]
HERB000884,穿心莲,[],[]
HERB000885,穿心莲叶,[],[]
HERB000886,船形乌头,[],[]
HERB000887,川芎,[],[]
HERB000888,川续断,[],[]
HERB000889,川藏香茶菜,[],[]
HERB000890,串珠耳叶苔,[],[]
HERB000891,木防己,[],[]
HERB000892,垂盆草,[],['damage.2']
HERB000893,,[],[]
HERB000894,,[],[]
HERB000895,垂珠算盘子,[],[]
HERB000896,垂子买麻藤,[],[]
HERB000897,,[],[]
HERB000898,椿白皮,[],[]
HERB000899,唇萼薄荷,[],[]
HERB000900,福寿草,[],[]
HERB000901,椿根皮,[],[]
HERB000902,,[],[]
HERB000903,椿皮,[],[]
HERB000904,,[],[]
HERB000905,,[],[]
HERB000906,唇柱苣苔,[],[]
HERB000907,刺柏,[],[]
HERB000908,,[],[]
HERB000909,刺菜蓟,[],[]
HERB000910,,[],[]
HERB000911,刺豆蔻,[],[]
HERB000912,茨菇,[],[]
HERB000913,刺瑰,[],[]
HERB000914,刺果番荔枝,[],[]
HERB000915,刺果甘草,[],[]
HERB000916,刺果松,[],[]
HERB000917,刺果苏木,[],[]
HERB000918,,[],[]
HERB000919,刺花椒,[],[]
HERB000920,刺花莲子草,[],[]
HERB000921,刺槐花,[],[]
HERB000922,刺槐角,[],[]
HERB000923,刺黄连,[],[]
HERB000924,刺蒺藜,[],[]
HERB000925,,[],[]
HERB000926,刺壳花椒,[],[]
HERB000927,刺梨,[],[]
HERB000928,刺马前子,[],[]
HERB000929,,[],[]
HERB000930,刺芒柄花,[],[]
HERB000931,刺南蛇藤,[],[]
HERB000932,刺楸树皮,[],[]
HERB000933,刺人参,[],[]
HERB000934,刺三加,[],[]
HERB000935,磁石,[],[]
HERB000936,刺天茄,[],[]
HERB000937,,[],[]
HERB000938,刺头复叶耳蕨,[],[]
HERB000939,刺猬皮,[],[]
HERB000940,刺五加,[],[]
HERB000941,刺五加片,[],[]
HERB000942,刺五加叶,[],[]
HERB000943,,[],[]
HERB000944,十大功劳叶,[],[]
HERB000945,刺异叶花椒,[],[]
HERB000946,,[],[]
HERB000947,,[],[]
HERB000948,葱,[],[]
HERB000949,葱白,[],[]
HERB000950,葱花,[],[]
HERB000951,,[],[]
HERB000952,丛粒藻,[],[]
HERB000953,枞木,[],[]
HERB000954,葱实,[],[]
HERB000955,葱须,[],[]
HERB000956,葱叶,[],[]
HERB000957,葱汁,[],[]
HERB000958,雪莲,[],[]
HERB000959,臭冷杉,[],[]
HERB000960,醋,[],[]
HERB000961,粗柄铁线莲,[],[]
HERB000962,粗糙菝葜,[],[]
HERB000963,龙胆,[],[]
HERB000964,粗糙蛇鞭菊,[],[]
HERB000965,粗糙矢车菊,[],[]
HERB000966,,[],[]
HERB000967,粗果唐松草,[],[]
HERB000968,粗果香茶菜,[],[]
HERB000969,簇花獐牙菜,[],[]
HERB000970,粗茎秦艽,[],[]
HERB000971,粗茎乌头,[],[]
HERB000972,粗糠柴,[],[]
HERB000973,醋柳果,[],[]
HERB000974,粗毛甘草,[],[]
HERB000975,,[],[]
HERB000976,粗毛鳞盖蕨,[],[]
HERB000977,粗毛南蛇藤,[],[]
HERB000978,粗毛牛舌草,[],[]
HERB000979,粗毛栓菌,[],[]
HERB000980,粗毛淫羊藿,[],[]
HERB000981,粗皮山核桃,[],[]
HERB000982,粗蛇鞭菊,[],[]
HERB000983,,[],[]
HERB000984,,[],[]
HERB000985,,[],[]
HERB000986,,[],[]
HERB000987,醋酸,[],[]
HERB000988,醋酸地塞米松,[],[]
HERB000989,,[],[]
HERB000990,,[],[]
HERB000991,,[],[]
HERB000992,粗叶榕,[],[]
HERB000993,粗叶悬钩子,[],[]
HERB000994,,[],[]
HERB000995,粗硬毛铁苋菜,[],[]
HERB000996,粗硬毛豚草,[],[]
HERB000997,,[],[]
HERB000998,粗壮龙胆,[],[]
HERB000999,粗壮金鸡纳,[],[]
HERB001000,粗壮咖啡,[],[]
HERB001001,粗壮女贞,[],[]
HERB001002,粗壮酸藤子,[],[]
HERB001003,,[],[]
HERB001004,灯芯柳珊瑚,[],[]
HERB001005,催眠睡茄,[],[]
HERB001006,翠雀花,[],[]
HERB001007,,[],[]
HERB001008,催吐萝芙木,[],[]
HERB001009,翠云草,[],[]
HERB001010,寸冬,[],"['dogs.2', 'pressure.3', 'pigs.4']"
HERB001011,,[],[]
HERB001012,大芭蕉,[],[]
HERB001013,大白顶草,[],[]
HERB001014,大驳骨,[],[]
HERB001015,大波斯菊,[],[]
HERB001016,大草寇,[],[]
HERB001017,大长春花,[],[]
HERB001018,大巢菜,[],[]
HERB001019,大车前,[],[]
HERB001020,大翅蓟,[],[]
HERB001021,,[],[]
HERB001022,大丁草,[],[]
HERB001023,大豆,[],[]
HERB001024,大独活,[],[]
HERB001025,大渡乌头,[],[]
HERB001026,,[],[]
HERB001027,大萼金丝桃,[],[]
HERB001028,大萼香茶菜,[],[]
HERB001029,,[],[]
HERB001030,达尔文小檗,[],[]
HERB001031,大飞扬草,[],[]
HERB001032,大风子,[],[]
HERB001033,大枫子仁,[],[]
HERB001034,大腹皮,[],[]
HERB001035,,[],[]
HERB001036,大果柏木,[],[]
HERB001037,大果大戟,[],[]
HERB001038,大果咖啡,[],[]
HERB001039,大果桃金娘,[],[]
HERB001040,大果西番莲,[],[]
HERB001041,大黑,[],[]
HERB001042,大黑头草,[],[]
HERB001043,大红菇,[],[]
HERB001044,大红罂粟,[],[]
HERB001045,大花糙苏,[],[]
HERB001046,大花倒地铃,[],[]
HERB001047,,[],[]
HERB001048,大花哥纳香,[],[]
HERB001049,大花红景天,[],[]
HERB001050,大花黄花蒿,[],[]
HERB001051,大花樫木,[],[]
HERB001052,大花剪秋罗,[],[]
HERB001053,大花金鸡菊,[],[]
HERB001054,大花金挖耳,[],[]
HERB001055,大花菊,[],[]
HERB001056,大花落新妇,[],[]
HERB001057,大花马齿苋,[],[]
HERB001058,大花山牵牛,[],[]
HERB001059,大花杓兰,[],[]
HERB001060,大花五味子,[],[]
HERB001061,大花细辛,[],[]
HERB001062,大花旋覆花,[],[]
HERB001063,大花旋覆花,[],[]
HERB001064,大花妖文殊兰,[],[]
HERB001065,大花淫羊藿,[],[]
HERB001066,,[],[]
HERB001067,大花紫薇,[],[]
HERB001068,大花紫玉盘,[],[]
HERB001069,大黄,[],[]
HERB001070,大黄豆卷,[],[]
HERB001071,大黄茎,[],[]
HERB001072,,[],[]
HERB001073,大活血,[],['..']
HERB001074,大蓟,[],[]
HERB001075,大蓟,[],[]
HERB001076,大蓟,[],['time.4']
HERB001077,大蓟,[],[]
HERB001078,大蓟,[],[]
HERB001079,大蓟,[],[]
HERB001080,大蓟,[],[]
HERB001081,大金牛草,[],[]
HERB001082,大金钱草,[],[]
HERB001083,大狼毒,[],[]
HERB001084,大丽花,[],[]
HERB001085,大理鹿蹄草,[],[]
HERB001086,大力子,[],"['rats.2', 'laxative.3']"
HERB001087,大良姜,[],[]
HERB001088,大马兜铃,[],[]
HERB001089,,[],[]
HERB001090,大马金,[],[]
HERB001091,大马士革蔷薇,[],[]
HERB001092,大麻叶泽兰,[],[]
HERB001093,大米,[],[]
HERB001094,,[],[]
HERB001095,大棚藤,[],[]
HERB001096,大平丝芋,[],[]
HERB001097,打破碗花花,[],[]
HERB001098,大前胡,[],[]
HERB001099,大青木根,[],[]
HERB001100,大青杨,[],[]
HERB001101,大青叶,[],[]
HERB001102,大青叶胆,[],[]
HERB001103,大三叶升麻,[],[]
HERB001104,大蒜,[],[]
HERB001105,,[],[]
HERB001106,大头黄花蒿,[],[]
HERB001107,大头蒜,[],[]
HERB001108,大头橐吾,[],[]
HERB001109,大菟丝子,[],[]
HERB001110,大团囊虫草,[],[]
HERB001111,大尾摇,[],[]
HERB001112,达乌里秦艽,[],[]
HERB001113,大乌泡,[],[]
HERB001114,,[],[]
HERB001115,大星芹,[],[]
HERB001116,大雪花莲,[],[]
HERB001117,大血藤,[],[]
HERB001118,大叶桉叶,[],[]
HERB001119,大叶白头翁,[],[]
HERB001120,大叶菜,[],[]
HERB001121,大叶柴胡,[],[]
HERB001122,大叶臭花椒,[],[]
HERB001123,大叶吊兰,[],[]
HERB001124,大叶冬青,[],[]
HERB001125,大叶钩藤,[],[]
HERB001126,大叶钩藤根,[],[]
HERB001127,大叶骨碎补,[],[]
HERB001128,,[],[]
HERB001129,,[],[]
HERB001130,大叶花椒,[],[]
HERB001131,大叶花椒根,[],[]
HERB001132,大叶金花草,[],[]
HERB001133,大叶井口边草,[],[]
HERB001134,大叶菊,[],[]
HERB001135,大叶苣荬菜,[],[]
HERB001136,,[],[]
HERB001137,大叶萝芙木,[],[]
HERB001138,大叶落新妇,[],[]
HERB001139,大叶帽柱木,[],[]
HERB001140,大叶南洋杉,[],[]
HERB001141,大叶南洋参,[],[]
HERB001142,大叶牛防风,[],[]
HERB001143,大叶牛奶菜,[],[]
HERB001144,大叶茜草,[],[]
HERB001145,大叶蛇葡萄,[],[]
HERB001146,大叶寄树兰,[],[]
HERB001147,大叶糖胶树,[],[]
HERB001148,大叶唐松草,[],[]
HERB001149,大叶藤黄,[],[]
HERB001150,大叶土木香,[],[]
HERB001151,大叶仙茅,[],[]
HERB001152,大叶香茶菜,[],[]
HERB001153,大叶香薷,[],[]
HERB001154,大叶杨,[],[]
HERB001155,大冶有木云香,[],[]
HERB001156,大叶芸香草,[],[]
HERB001157,大叶紫玉盘,[],[]
HERB001158,大叶紫珠,[],[]
HERB001159,大叶醉鱼草,[],[]
HERB001160,大一枝箭,[],[]
HERB001161,大一枝箭,[],[]
HERB001162,大鱼鳔花,[],[]
HERB001163,大陨石,[],[]
HERB001164,大枣,[],[]
HERB001165,大皂荚,[],[]
HERB001166,大锥香茶菜,[],[]
HERB001167,大籽筋骨草,[],[]
HERB001168,大子买麻藤,[],[]
HERB001169,大籽雪胆,[],[]
HERB001170,大籽獐牙菜,[],[]
HERB001171,玳玳花,[],[]
HERB001172,玳瑁,[],[]
HERB001173,代赭石,[],[]
HERB001174,单瓣狗牙花,[],[]
HERB001175,淡豆豉,[],[]
HERB001176,胆矾,[],[]
HERB001177,单盖铁线蕨,[],[]
HERB001178,淡红枪刀药,[],[]
HERB001179,淡黄巴豆,[],[]
HERB001180,淡黄苦马豆,[],[]
HERB001181,淡黄木犀草,[],[]
HERB001182,淡黄香茶菜,[],[]
HERB001183,淡黄獐牙菜,[],[]
HERB001184,,[],[]
HERB001185,丹吉尔鸢尾,[],[]
HERB001186,丹吉尔鸢尾,[],[]
HERB001187,丹爵床,[],[]
HERB001188,单粒小麦,[],[]
HERB001189,,[],[]
HERB001190,,[],[]
HERB001191,,[],[]
HERB001192,胆南星,[],[]
HERB001193,丹参,[],[]
HERB001194,单穗石松,[],[]
HERB001195,单条草,[],[]
HERB001196,胆星,[],[]
HERB001197,,[],[]
HERB001198,单叶蔓荆,[],[]
HERB001199,单叶蔓荆子,[],[]
HERB001200,单叶新月蕨,[],[]
HERB001201,,[],[]
HERB001202,,[],[]
HERB001203,,[],[]
HERB001204,淡竹叶,[],[]
HERB001205,淡竹叶根,[],[]
HERB001206,,[],[]
HERB001207,单子麻黄,[],[]
HERB001208,单子山楂,[],[]
HERB001209,,[],[]
HERB001210,当归,[],[]
HERB001211,党参,[],[]
HERB001212,党参芦头,[],[]
HERB001213,当药,[],[]
HERB001214,稻草,[],[]
HERB001215,刀豆,[],[]
HERB001216,道孚香茶菜,[],[]
HERB001217,倒扣草,[],[]
HERB001218,倒卵叶伏石蕨,[],[]
HERB001219,倒卵叶蒲公英根,[],[]
HERB001220,倒捻子,[],[]
HERB001221,,[],[]
HERB001222,稻芽,[],[]
HERB001223,倒叶瘤足蕨,[],[]
HERB001224,,[],[]
HERB001225,,[],[]
HERB001226,德国龙胆草,[],[]
HERB001227,德国鸢尾,[],[]
HERB001228,,[],[]
HERB001229,,[],[]
HERB001230,德拉梦的金丝桃,[],[]
HERB001231,德钦红景天,[],[]
HERB001232,灯笼草,[],[]
HERB001233,灯台树,[],[]
HERB001234,灯台叶,[],[]
HERB001235,灯心草,[],[]
HERB001236,,[],[]
HERB001237,灯芯柳珊瑚,[],[]
HERB001238,灯油藤子,[],[]
HERB001239,灯盏细辛,[],[]
HERB001240,地蟞虫,[],[]
HERB001241,地不容,[],[]
HERB001242,地胆头,[],[]
HERB001243,地丁,[],[]
HERB001244,地耳草,[],[]
HERB001245,地枫,[],[]
HERB001246,地枫皮,[],[]
HERB001247,地肤子,[],[]
HERB001248,迪根金丝桃,[],[]
HERB001249,地骨皮,[],"['animals.2', 'rabbits.3']"
HERB001250,地瓜子,[],[]
HERB001251,地黄,[],[]
HERB001252,地椒,[],[]
HERB001253,地锦,[],[]
HERB001254,地锦草,[],[]
HERB001255,,[],[]
HERB001256,,[],[]
HERB001257,地龙,[],"['rabbits.2', '0.1', 'dogs.3', 'anticonvulsive.4']"
HERB001258,地钱,[],[]
HERB001259,地梢瓜,[],[]
HERB001260,地虱,[],[]
HERB001261,,[],[]
HERB001262,地梭罗,[],[]
HERB001263,地梭罗,[],[]
HERB001264,百步穿杨,[],[]
HERB001265,地棠草,[],[]
HERB001266,棣棠花,[],[]
HERB001267,地桃花,[],[]
HERB001268,,[],[]
HERB001269,地下车轴草,[],[]
HERB001270,地羊鹊,[],[]
HERB001271,地榆,[],[]
HERB001272,地中海柏木,[],[]
HERB001273,,[],[]
HERB001274,,[],[]
HERB001275,地中海马桑,[],[]
HERB001276,大毛蕊花,[],[]
HERB001277,,[],[]
HERB001278,,[],[]
HERB001279,滇白珠树,[],[]
HERB001280,,[],[]
HERB001281,,[],[]
HERB001282,淀粉,[],[]
HERB001283,滇钩藤,[],[]
HERB001284,滇黄精,[],[]
HERB001285,滇黄芩,[],[]
HERB001286,滇鸡骨常山,[],[]
HERB001287,滇姜花,[],[]
HERB001288,滇龙胆草,[],[]
HERB001289,滇牡丹,[],[]
HERB001290,滇南红厚壳,[],[]
HERB001291,颠茄,[],[]
HERB001292,颠茄草,[],[]
HERB001293,,[],[]
HERB001294,滇西乌头,[],[]
HERB001295,滇藏木兰,[],[]
HERB001296,垫状卷柏,[],[]
HERB001297,滇紫草,[],[]
HERB001298,吊灯树,[],[]
HERB001299,,[],[]
HERB001300,吊岩风,[],[]
HERB001301,钓樟根皮,[],[]
HERB001302,钓樟枝叶,[],[]
HERB001303,跌打老,[],[]
HERB001304,叠鞘石斛,[],[]
HERB001305,丁公藤,[],[]
HERB001306,鼎湖钓樟,[],[]
HERB001307,,[],[]
HERB001308,丁茄,[],[]
HERB001309,丁香,[],[]
HERB001310,丁香根,[],[]
HERB001311,丁香露,[],[]
HERB001312,丁香罗勒,[],[]
HERB001313,丁香罗勒油,[],[]
HERB001314,丁香树皮,[],[]
HERB001315,丁香叶,[],[]
HERB001316,丁香油,[],[]
HERB001317,丁香枝,[],[]
HERB001318,顶羽菊,[],[]
HERB001319,东安那托利亚矢车菊,[],[]
HERB001320,暗花金挖耳,[],[]
HERB001321,东北刺人参,[],[]
HERB001322,东北多足蕨,[],[]
HERB001323,,[],[]
HERB001324,东北胡桃木,[],[]
HERB001325,东北蛔蒿,[],[]
HERB001326,东北雷公藤,[],[]
HERB001327,东北龙胆,[],[]
HERB001328,东北牡蒿,[],[]
HERB001329,,[],[]
HERB001330,东北天南星,[],[]
HERB001331,东北延胡索,[],[]
HERB001332,,[],[]
HERB001333,冬虫夏草,[],[]
HERB001334,东当归,[],[]
HERB001335,,[],[]
HERB001336,,[],[]
HERB001337,,[],[]
HERB001338,东方飞燕草,[],[]
HERB001339,东方狗脊,[],[]
HERB001340,东方钩藤,[],[]
HERB001341,东方狗牙花,[],[]
HERB001342,东方核桃,[],[]
HERB001343,东方荚果蕨,[],[]
HERB001344,东方天仙子,[],[]
HERB001345,,[],[]
HERB001346,,[],[]
HERB001347,东方西门菲草,[],[]
HERB001348,东方香可可,[],[]
HERB001349,东方洋地黄,[],[]
HERB001350,东非决明,[],[]
HERB001351,东非玛茜,[],[]
HERB001352,东风菜,[],[]
HERB001353,东风橘根,[],[]
HERB001354,东风桔叶子,[],[]
HERB001355,冬瓜皮,[],[]
HERB001356,冬瓜仁,[],[]
HERB001357,冬瓜子,[],[]
HERB001358,,[],[]
HERB001359,东京巴豆,[],[]
HERB001360,冬葵果,[],[]
HERB001361,冬葵子,[],[]
HERB001362,东莨菪碱,[],[]
HERB001363,冬淩草,[],[]
HERB001364,东南景天,[],[]
HERB001365,,[],[]
HERB001366,冬青叶美登木,[],[]
HERB001367,东亚唐松草,[],[]
HERB001368,,[],[]
HERB001369,东亚紫金牛,[],[]
HERB001370,剑麻,[],[]
HERB001371,东瀛珊瑚木,[],[]
HERB001372,豆瓣菜,[],[]
HERB001373,豆包菌,[],[]
HERB001374,豆豉,[],[]
HERB001375,豆豉草,[],[]
HERB001376,豆豉姜,[],[]
HERB001377,豆腐柴,[],[]
HERB001378,豆蔻,[],[]
HERB001379,豆薯,[],[]
HERB001380,豆叶九里香,[],[]
HERB001381,,[],[]
HERB001382,豆油,[],[]
HERB001383,兜状荷包牡丹,[],[]
HERB001384,,[],[]
HERB001385,毒扁豆,[],[]
HERB001386,毒豆,[],[]
HERB001387,毒鹅膏,[],[]
HERB001388,杜衡,[],[]
HERB001389,杜虹花,[],[]
HERB001390,毒胡萝卜,[],[]
HERB001391,毒花椒,[],[]
HERB001392,,[],[]
HERB001393,,[],[]
HERB001394,独活,[],[]
HERB001395,独角莲,[],[]
HERB001396,杜茎山,[],[]
HERB001397,杜鹃花,[],[]
HERB001398,杜鹃花叶,[],[]
HERB001399,杜鹃兰,[],[]
HERB001400,毒马钱,[],[]
HERB001401,毒漆藤,[],[]
HERB001402,毒芹根,[],[]
HERB001403,,[],[]
HERB001404,,[],[]
HERB001405,,[],[]
HERB001406,,[],[]
HERB001407,独一味,[],[]
HERB001408,杜宇鼠尾草,[],[]
HERB001409,杜仲,[],[]
HERB001410,杜仲叶,[],[]
HERB001411,短茎古当归,[],[]
HERB001412,煅白矾,[],"['1%', '10%', '2%']"
HERB001413,,[],[]
HERB001414,短瓣金莲花,[],[]
HERB001415,短棒石斛,[],[]
HERB001416,,[],[]
HERB001417,短柄和叶澜,[],[]
HERB001418,断翅黄芪,[],[]
HERB001419,断刺花椒,[],[]
HERB001420,煅磁石,[],[]
HERB001421,短萼黄连,[],[]
HERB001422,短梗胡枝子,[],[]
HERB001423,煅狗骨,[],[]
HERB001424,,[],[]
HERB001425,,[],[]
HERB001426,断节参,[],[]
HERB001427,,[],[]
HERB001428,煅龙齿,[],[]
HERB001429,煅龙骨,[],[]
HERB001430,煅龙牡,[],[]
HERB001431,短毛独活,[],[]
HERB001432,短毛金线草根,[],[]
HERB001433,短片藁本,[],[]
HERB001434,端绒毛钩藤,[],[]
HERB001435,端绒毛钩藤,[],[]
HERB001436,端绒毛大蓟,[],[]
HERB001437,短柔毛飞燕草,[],[]
HERB001438,短柔毛马兜铃,[],[]
HERB001439,短柔毛止泻木,[],[]
HERB001440,,[],[]
HERB001441,煅石膏,[],[]
HERB001442,椴树,[],[]
HERB001443,短碎胡椒,[],[]
HERB001444,短葶山麦冬,[],[]
HERB001445,煅瓦楞,[],[]
HERB001446,短线小米草,[],[]
HERB001447,短小蛇根草,[],[]
HERB001448,断血流,[],[]
HERB001449,短叶红豆杉,[],[]
HERB001450,短叶假木贼,[],[]
HERB001451,短叶绢蒿,[],[]
HERB001452,短叶龙胆,[],[]
HERB001453,,[],[]
HERB001454,,[],[]
HERB001455,短叶罗汉松叶,[],[]
HERB001456,,[],[]
HERB001457,短叶山蚂蝗,[],[]
HERB001458,,[],[]
HERB001459,煅自然铜,[],[]
HERB001460,短柱八角,[],[]
HERB001461,对生玛茜,[],[]
HERB001462,对虾,[],[]
HERB001463,堆心菊,[],[]
HERB001464,对叶豆,[],[]
HERB001465,对叶金腰,[],[]
HERB001466,对叶榕,[],[]
HERB001467,对叶元胡,[],[]
HERB001468,钝苞雪莲,[],[]
HERB001469,钝裂银莲花,[],[]
HERB001470,钝形凹顶藻,[],[]
HERB001471,遁形白叶藤,[],[]
HERB001472,,[],[]
HERB001473,钝性鸡蛋花,[],[]
HERB001474,钝叶车轴草,[],[]
HERB001475,盾叶大戟,[],[]
HERB001476,,[],[]
HERB001477,盾叶鬼臼,[],[]
HERB001478,蹲野桂皮,[],[]
HERB001479,蹲野胡椒,[],[]
HERB001480,钝叶决明,[],[]
HERB001481,盾叶薯蓣,[],[]
HERB001482,钝叶酸模,[],[]
HERB001483,盾叶唐松草,[],[]
HERB001484,钝叶土牛膝,[],[]
HERB001485,,[],[]
HERB001486,盾叶茅膏菜,[],[]
HERB001487,,[],[]
HERB001488,多被银莲花,[],[]
HERB001489,,[],[]
HERB001490,多变小冠花,[],[]
HERB001491,多齿千里光,[],[]
HERB001492,多次柴胡,[],[]
HERB001493,,[],[]
HERB001494,刺黄花稔,[],[]
HERB001495,,[],[]
HERB001496,多刺绿绒蒿,[],[]
HERB001497,多根乌头,[],[]
HERB001498,多果树,[],[]
HERB001499,,[],[]
HERB001500,多花八角莲,[],[]
HERB001501,,[],[]
HERB001502,多花菜豆,[],[]
HERB001503,多花黑麦草,[],[]
HERB001504,多花黄精,[],[]
HERB001505,多花蓝果树,[],[]
HERB001506,多花山麻杆,[],[]
HERB001507,多花山麻根,[],[]
HERB001508,多花芍药,[],[]
HERB001509,多花水仙,[],[]
HERB001510,多花藤黄,[],[]
HERB001511,,[],[]
HERB001512,多花小波,[],[]
HERB001513,多花杨梅,[],[]
HERB001514,多家草,[],[]
HERB001515,多裂委陵菜,[],[]
HERB001516,多裂乌头,[],[]
HERB001517,多买钩藤,[],[]
HERB001518,多买南美肉豆蔻,[],[]
HERB001519,,[],[]
HERB001520,,[],[]
HERB001521,朵蕊白花菜,[],[]
HERB001522,多伞阿魏,[],[]
HERB001523,多舌飞蓬,[],[]
HERB001524,,[],[]
HERB001525,多岁罗汉松是,[],[]
HERB001526,,[],[]
HERB001527,多穗石柯叶,[],[]
HERB001528,剁碎鼠尾草,[],[]
HERB001529,剁碎豚草,[],[]
HERB001530,多头风轮菜,[],[]
HERB001531,,[],[]
HERB001532,多香果,[],[]
HERB001533,惰性金发藓,[],[]
HERB001534,多雄蕊领春木,[],[]
HERB001535,多雄蕊商陆,[],[]
HERB001536,多须公,[],[]
HERB001537,多序岩黄耆,[],[]
HERB001538,多叶百脉根,[],[]
HERB001539,多叶棘豆,[],[]
HERB001540,多叶金丝桃,[],[]
HERB001541,多枝桉,[],[]
HERB001542,多枝柴胡,[],[]
HERB001543,多枝柽柳,[],[]
HERB001544,多指阔苞菊,[],[]
HERB001545,多枝龙胆,[],[]
HERB001546,多指龙血树,[],[]
HERB001547,,[],[]
HERB001548,,[],[]
HERB001549,多汁甜姐菜,[],[]
HERB001550,多汁甜姐草,[],[]
HERB001551,多汁止疼黄,[],[]
HERB001552,多种芦荟提取物,[],[]
HERB001553,,[],[]
HERB001554,鄂报春,[],[]
HERB001555,,[],[]
HERB001556,鹅不食草,[],[]
HERB001557,鹅肠菜,[],[]
HERB001558,,[],[]
HERB001559,,[],[]
HERB001560,鹅膏,[],[]
HERB001561,,[],[]
HERB001562,,[],[]
HERB001563,俄国西门菲草,[],[]
HERB001564,阿胶,[],"['blood.2', 'transformation.3']"
HERB001565,俄勒冈荷包牡丹,[],[]
HERB001566,,[],[]
HERB001567,峨眉翠雀花,[],[]
HERB001568,,[],[]
HERB001569,,[],[]
HERB001570,峨眉唐松草,[],[]
HERB001571,峨眉野黄连,[],[]
HERB001572,鹅绒藤,[],[]
HERB001573,鹅绒委陵菜,[],[]
HERB001574,峨参,[],[]
HERB001575,,[],[]
HERB001576,鄂西香茶菜,[],[]
HERB001577,鹅掌草,[],[]
HERB001578,鹅掌藤,[],[]
HERB001579,莪术,[],[]
HERB001580,莪术油,[],[]
HERB001581,,[],[]
HERB001582,耳草,[],[]
HERB001583,儿茶,[],[]
HERB001584,儿茶钩藤,[],[]
HERB001585,二齿香科科,[],[]
HERB001586,二次陨石,[],[]
HERB001587,,[],[]
HERB001588,二沟黄芪,[],[]
HERB001589,二角多甲藻,[],[]
HERB001590,,[],[]
HERB001591,二七狗牙花,[],[]
HERB001592,,[],[]
HERB001593,二色华鼠尾草,[],[]
HERB001594,儿十蕊商陆,[],[]
HERB001595,而行鸡血藤,[],[]
HERB001596,二星金合欢,[],[]
HERB001597,耳形瘤足蕨,[],[]
